"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 18:31:53 GMT 2022","Tue Sep 27 18:31:55 GMT 2022","2177","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 5. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Tue Sep 27 18:31:54 GMT 2022","Tue Sep 27 18:31:57 GMT 2022","2136","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 7. Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 18:31:54 GMT 2022","Tue Sep 27 18:31:56 GMT 2022","1774","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 6. Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Tue Sep 27 18:31:49 GMT 2022","Tue Sep 27 18:31:54 GMT 2022","5188","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 4. Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"passed","Tue Sep 27 18:31:48 GMT 2022","Tue Sep 27 18:31:54 GMT 2022","5988","chromium","advanced.spec.ts","Advanced Tasks","","","testId: 2. Verify that empty search result list will be displayed after change search area for the same search query",""
"skipped","Tue Sep 27 18:31:48 GMT 2022","Tue Sep 27 18:31:48 GMT 2022","2","chromium","advanced.spec.ts","Advanced Tasks","","","testId: 1. Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 18:31:48 GMT 2022","Tue Sep 27 18:31:54 GMT 2022","5396","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 4. Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"passed","Tue Sep 27 18:31:49 GMT 2022","Tue Sep 27 18:31:53 GMT 2022","4542","chromium","simpleTest.spec.ts","","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 18:31:49 GMT 2022","Tue Sep 27 18:31:55 GMT 2022","6063","chromium","advanced.spec.ts","Advanced Tasks","","","testId: 3. Compare results on partial matching from the API response vs UI search results",""
"passed","Tue Sep 27 18:31:54 GMT 2022","Tue Sep 27 18:31:56 GMT 2022","2311","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 5. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
