"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 16:40:38 GMT 2022","Tue Sep 27 16:40:40 GMT 2022","1684","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"passed","Tue Sep 27 16:40:40 GMT 2022","Tue Sep 27 16:40:43 GMT 2022","2225","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 16:40:32 GMT 2022","Tue Sep 27 16:40:40 GMT 2022","8062","chromium","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
"passed","Tue Sep 27 16:40:32 GMT 2022","Tue Sep 27 16:40:40 GMT 2022","7651","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"passed","Tue Sep 27 16:40:39 GMT 2022","Tue Sep 27 16:40:42 GMT 2022","2611","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Tue Sep 27 16:40:32 GMT 2022","Tue Sep 27 16:40:38 GMT 2022","6397","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 16:40:40 GMT 2022","Tue Sep 27 16:40:42 GMT 2022","2316","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"skipped","Tue Sep 27 16:40:33 GMT 2022","Tue Sep 27 16:40:33 GMT 2022","8","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 16:40:40 GMT 2022","Tue Sep 27 16:40:43 GMT 2022","2750","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"passed","Tue Sep 27 16:40:33 GMT 2022","Tue Sep 27 16:40:39 GMT 2022","6729","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
