"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 23:15:07 GMT 2022","Tue Sep 27 23:15:14 GMT 2022","7031","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: tatooine","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:14:57 GMT 2022","Tue Sep 27 23:15:16 GMT 2022","18867","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query: C-3PO"
"passed","Tue Sep 27 23:15:23 GMT 2022","Tue Sep 27 23:15:27 GMT 2022","4327","chromium","advanced.spec.ts","Advanced Tasks","","","#4. Compare results on planet partial matching by ""as"" query from the API response vs UI search results",""
"passed","Tue Sep 27 23:15:23 GMT 2022","Tue Sep 27 23:15:28 GMT 2022","4367","chromium","advanced.spec.ts","Advanced Tasks","","","#2. Verify that empty search result list will be displayed after change search area from Planet to People for the same search query",""
"passed","Tue Sep 27 23:15:18 GMT 2022","Tue Sep 27 23:15:21 GMT 2022","3255","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#9. Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 23:15:13 GMT 2022","Tue Sep 27 23:15:18 GMT 2022","4729","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: alderaan","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:15:16 GMT 2022","Tue Sep 27 23:15:19 GMT 2022","3307","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#8. Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Tue Sep 27 23:14:46 GMT 2022","Tue Sep 27 23:14:52 GMT 2022","6150","chromium","simpleTest.spec.ts","","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 23:14:58 GMT 2022","Tue Sep 27 23:15:03 GMT 2022","4943","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Luke Skywalker","Verify People Search results for search query: Luke Skywalker"
"passed","Tue Sep 27 23:14:46 GMT 2022","Tue Sep 27 23:15:06 GMT 2022","19324","chromium","advanced.spec.ts","Advanced Tasks","","","#3. Verify that empty search result list will be displayed after change search area from People To Planet for the same search query",""
"passed","Tue Sep 27 23:15:06 GMT 2022","Tue Sep 27 23:15:09 GMT 2022","3342","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: R2-D2","Verify People Search results for search query: R2-D2"
"skipped","Tue Sep 27 23:14:46 GMT 2022","Tue Sep 27 23:14:46 GMT 2022","19","chromium","advanced.spec.ts","Advanced Tasks","","","#1. Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 23:14:46 GMT 2022","Tue Sep 27 23:14:58 GMT 2022","11580","chromium","advanced.spec.ts","Advanced Tasks","","","#5. Compare results on people partial matching by ""sky"" query from the API response vs UI search results",""
"passed","Tue Sep 27 23:15:03 GMT 2022","Tue Sep 27 23:15:07 GMT 2022","4466","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Leia Organa","Verify People Search results for search query: Leia Organa"
"passed","Tue Sep 27 23:15:14 GMT 2022","Tue Sep 27 23:15:18 GMT 2022","3468","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: HOTH","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:15:09 GMT 2022","Tue Sep 27 23:15:13 GMT 2022","4272","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: corus","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:14:52 GMT 2022","Tue Sep 27 23:14:57 GMT 2022","4706","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query: Boba Fett"
