"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 19:44:55 GMT 2022","Tue Sep 27 19:45:02 GMT 2022","6745","chromium","simpleTest.spec.ts","","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 19:44:56 GMT 2022","Tue Sep 27 19:45:15 GMT 2022","19739","chromium","advanced.spec.ts","Advanced Tasks","","","testId: 2. Verify that empty search result list will be displayed after change search area for the same search query",""
"passed","Tue Sep 27 19:44:56 GMT 2022","Tue Sep 27 19:45:08 GMT 2022","12418","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 4. Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"passed","Tue Sep 27 19:45:02 GMT 2022","Tue Sep 27 19:45:06 GMT 2022","3999","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 5. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Tue Sep 27 19:45:05 GMT 2022","Tue Sep 27 19:45:09 GMT 2022","3598","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 5. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"skipped","Tue Sep 27 19:44:55 GMT 2022","Tue Sep 27 19:44:56 GMT 2022","26","chromium","advanced.spec.ts","Advanced Tasks","","","testId: 1. Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 19:44:56 GMT 2022","Tue Sep 27 19:45:06 GMT 2022","10751","chromium","advanced.spec.ts","Advanced Tasks","","","testId: 3. Compare results on partial matching from the API response vs UI search results",""
"passed","Tue Sep 27 19:44:56 GMT 2022","Tue Sep 27 19:45:05 GMT 2022","9943","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 4. Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"passed","Tue Sep 27 19:45:38 GMT 2022","Tue Sep 27 19:45:42 GMT 2022","3932","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 7. Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 19:45:06 GMT 2022","Tue Sep 27 19:45:09 GMT 2022","2869","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","testId: 6. Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
