"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 21 23:09:52 GMT 2022","Wed Sep 21 23:09:55 GMT 2022","2636","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"passed","Wed Sep 21 23:09:51 GMT 2022","Wed Sep 21 23:09:53 GMT 2022","1784","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"passed","Wed Sep 21 23:09:45 GMT 2022","Wed Sep 21 23:09:52 GMT 2022","6818","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"skipped","Wed Sep 21 23:09:45 GMT 2022","Wed Sep 21 23:09:45 GMT 2022","2","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Wed Sep 21 23:09:45 GMT 2022","Wed Sep 21 23:09:51 GMT 2022","5860","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Wed Sep 21 23:09:53 GMT 2022","Wed Sep 21 23:09:55 GMT 2022","2153","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Wed Sep 21 23:09:51 GMT 2022","Wed Sep 21 23:09:54 GMT 2022","2482","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Wed Sep 21 23:09:45 GMT 2022","Wed Sep 21 23:09:51 GMT 2022","6298","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"passed","Wed Sep 21 23:09:45 GMT 2022","Wed Sep 21 23:09:52 GMT 2022","7318","chromium","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
"passed","Wed Sep 21 23:09:52 GMT 2022","Wed Sep 21 23:09:55 GMT 2022","2207","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
