"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 23:21:53 GMT 2022","Tue Sep 27 23:22:14 GMT 2022","20354","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: alderaan","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:21:46 GMT 2022","Tue Sep 27 23:21:50 GMT 2022","4188","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Leia Organa","Verify People Search results for search query: Leia Organa"
"passed","Tue Sep 27 23:21:54 GMT 2022","Tue Sep 27 23:21:57 GMT 2022","3075","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: HOTH","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:21:50 GMT 2022","Tue Sep 27 23:21:53 GMT 2022","3353","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: corus","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:21:44 GMT 2022","Tue Sep 27 23:21:55 GMT 2022","11079","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query: C-3PO"
"passed","Tue Sep 27 23:21:55 GMT 2022","Tue Sep 27 23:21:58 GMT 2022","2901","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#9. Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 23:21:55 GMT 2022","Tue Sep 27 23:21:58 GMT 2022","3276","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#8. Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Tue Sep 27 23:21:35 GMT 2022","Tue Sep 27 23:21:46 GMT 2022","10779","chromium","advanced.spec.ts","Advanced Tasks","","","#4. Compare results on planet partial matching by ""as"" query from the API response vs UI search results",""
"passed","Tue Sep 27 23:21:44 GMT 2022","Tue Sep 27 23:21:48 GMT 2022","3824","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Luke Skywalker","Verify People Search results for search query: Luke Skywalker"
"passed","Tue Sep 27 23:21:35 GMT 2022","Tue Sep 27 23:21:40 GMT 2022","5049","chromium","simpleTest.spec.ts","","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 23:21:35 GMT 2022","Tue Sep 27 23:21:56 GMT 2022","21183","chromium","advanced.spec.ts","Advanced Tasks","","","#3. Verify that empty search result list will be displayed after change search area from People To Planet for the same search query",""
"passed","Tue Sep 27 23:21:35 GMT 2022","Tue Sep 27 23:21:47 GMT 2022","12584","chromium","advanced.spec.ts","Advanced Tasks","","","#2. Verify that empty search result list will be displayed after change search area from Planet to People for the same search query",""
"skipped","Tue Sep 27 23:21:35 GMT 2022","Tue Sep 27 23:21:35 GMT 2022","17","chromium","advanced.spec.ts","Advanced Tasks","","","#1. Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 23:21:35 GMT 2022","Tue Sep 27 23:21:44 GMT 2022","8985","chromium","advanced.spec.ts","Advanced Tasks","","","#5. Compare results on people partial matching by ""sky"" query from the API response vs UI search results",""
"passed","Tue Sep 27 23:21:48 GMT 2022","Tue Sep 27 23:21:55 GMT 2022","6682","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: tatooine","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:21:40 GMT 2022","Tue Sep 27 23:21:44 GMT 2022","4276","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query: Boba Fett"
"passed","Tue Sep 27 23:21:47 GMT 2022","Tue Sep 27 23:21:54 GMT 2022","6867","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: R2-D2","Verify People Search results for search query: R2-D2"
