"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 23:19:16 GMT 2022","Tue Sep 27 23:19:20 GMT 2022","4633","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: tatooine","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:19:18 GMT 2022","Tue Sep 27 23:19:21 GMT 2022","3200","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: alderaan","Verify Planet Search results for search query"
"passed","Tue Sep 27 23:19:20 GMT 2022","Tue Sep 27 23:19:23 GMT 2022","2795","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#8. Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Tue Sep 27 23:19:04 GMT 2022","Tue Sep 27 23:19:14 GMT 2022","9882","chromium","advanced.spec.ts","Advanced Tasks","","","#2. Verify that empty search result list will be displayed after change search area from Planet to People for the same search query",""
"passed","Tue Sep 27 23:19:14 GMT 2022","Tue Sep 27 23:19:20 GMT 2022","6795","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Leia Organa","Verify People Search results for search query: Leia Organa"
"passed","Tue Sep 27 23:19:13 GMT 2022","Tue Sep 27 23:19:18 GMT 2022","4791","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Luke Skywalker","Verify People Search results for search query: Luke Skywalker"
"passed","Tue Sep 27 23:19:09 GMT 2022","Tue Sep 27 23:19:19 GMT 2022","10540","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query: Boba Fett"
"passed","Tue Sep 27 23:19:20 GMT 2022","Tue Sep 27 23:19:30 GMT 2022","9723","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#9. Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 23:19:12 GMT 2022","Tue Sep 27 23:19:16 GMT 2022","3385","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query: C-3PO"
"passed","Tue Sep 27 23:19:04 GMT 2022","Tue Sep 27 23:19:13 GMT 2022","9835","chromium","advanced.spec.ts","Advanced Tasks","","","#5. Compare results on people partial matching by ""sky"" query from the API response vs UI search results",""
"passed","Tue Sep 27 23:19:04 GMT 2022","Tue Sep 27 23:19:09 GMT 2022","5140","chromium","simpleTest.spec.ts","","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 23:19:04 GMT 2022","Tue Sep 27 23:19:14 GMT 2022","10146","chromium","advanced.spec.ts","Advanced Tasks","","","#3. Verify that empty search result list will be displayed after change search area from People To Planet for the same search query",""
"passed","Tue Sep 27 23:19:04 GMT 2022","Tue Sep 27 23:19:12 GMT 2022","8814","chromium","advanced.spec.ts","Advanced Tasks","","","#4. Compare results on planet partial matching by ""as"" query from the API response vs UI search results",""
"passed","Tue Sep 27 23:19:14 GMT 2022","Tue Sep 27 23:19:17 GMT 2022","3498","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: R2-D2","Verify People Search results for search query: R2-D2"
"passed","Tue Sep 27 23:19:19 GMT 2022","Tue Sep 27 23:19:23 GMT 2022","3977","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: HOTH","Verify Planet Search results for search query"
"skipped","Tue Sep 27 23:19:03 GMT 2022","Tue Sep 27 23:19:03 GMT 2022","1","chromium","advanced.spec.ts","Advanced Tasks","","","#1. Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 23:19:17 GMT 2022","Tue Sep 27 23:19:21 GMT 2022","3344","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: corus","Verify Planet Search results for search query"
