"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 18:06:09 GMT 2022","Tue Sep 27 18:06:14 GMT 2022","5810","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"skipped","Tue Sep 27 18:06:09 GMT 2022","Tue Sep 27 18:06:09 GMT 2022","22","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 18:06:09 GMT 2022","Tue Sep 27 18:06:14 GMT 2022","4887","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 18:06:14 GMT 2022","Tue Sep 27 18:06:16 GMT 2022","1938","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"passed","Tue Sep 27 18:06:14 GMT 2022","Tue Sep 27 18:06:15 GMT 2022","1835","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Tue Sep 27 18:06:15 GMT 2022","Tue Sep 27 18:06:17 GMT 2022","1786","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 18:06:09 GMT 2022","Tue Sep 27 18:06:15 GMT 2022","5965","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"passed","Tue Sep 27 18:06:15 GMT 2022","Tue Sep 27 18:06:17 GMT 2022","1661","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Tue Sep 27 18:06:09 GMT 2022","Tue Sep 27 18:06:16 GMT 2022","7007","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"passed","Tue Sep 27 18:06:09 GMT 2022","Tue Sep 27 18:06:16 GMT 2022","6677","chromium","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
