"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 21 22:39:37 GMT 2022","Wed Sep 21 22:39:39 GMT 2022","1595","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Wed Sep 21 22:39:31 GMT 2022","Wed Sep 21 22:39:37 GMT 2022","6004","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"passed","Wed Sep 21 22:39:37 GMT 2022","Wed Sep 21 22:39:39 GMT 2022","1898","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"passed","Wed Sep 21 22:39:31 GMT 2022","Wed Sep 21 22:39:37 GMT 2022","5708","chromium","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
"passed","Wed Sep 21 22:39:31 GMT 2022","Wed Sep 21 22:39:36 GMT 2022","5452","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"skipped","Wed Sep 21 22:39:31 GMT 2022","Wed Sep 21 22:39:31 GMT 2022","16","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Wed Sep 21 22:39:31 GMT 2022","Wed Sep 21 22:39:36 GMT 2022","4734","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Wed Sep 21 22:39:36 GMT 2022","Wed Sep 21 22:39:38 GMT 2022","1633","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Wed Sep 21 22:39:37 GMT 2022","Wed Sep 21 22:39:39 GMT 2022","1835","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Wed Sep 21 22:39:36 GMT 2022","Wed Sep 21 22:39:37 GMT 2022","1844","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
