"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 21 22:59:42 GMT 2022","Wed Sep 21 22:59:51 GMT 2022","9359","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"failed","Wed Sep 21 23:00:29 GMT 2022","Wed Sep 21 23:00:30 GMT 2022","690","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid",""
"skipped","Wed Sep 21 22:59:31 GMT 2022","Wed Sep 21 22:59:31 GMT 2022","4","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Wed Sep 21 22:59:51 GMT 2022","Wed Sep 21 22:59:55 GMT 2022","4026","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"passed","Wed Sep 21 22:59:52 GMT 2022","Wed Sep 21 22:59:57 GMT 2022","4902","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"passed","Wed Sep 21 22:59:55 GMT 2022","Wed Sep 21 22:59:59 GMT 2022","4236","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Wed Sep 21 22:59:37 GMT 2022","Wed Sep 21 22:59:40 GMT 2022","2495","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"passed","Wed Sep 21 22:59:42 GMT 2022","Wed Sep 21 22:59:52 GMT 2022","10779","firefox","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"skipped","Wed Sep 21 23:00:00 GMT 2022","Wed Sep 21 23:00:00 GMT 2022","5","webkit","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Wed Sep 21 22:59:52 GMT 2022","Wed Sep 21 22:59:57 GMT 2022","4711","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
