"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Sep 27 22:56:12 GMT 2022","Tue Sep 27 22:56:12 GMT 2022","35","chromium","advanced.spec.ts","Advanced Tasks","","","#1. Verify that empty result list will be visible after change search query",""
"passed","Tue Sep 27 22:56:29 GMT 2022","Tue Sep 27 22:56:31 GMT 2022","2235","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#8. Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Tue Sep 27 22:56:12 GMT 2022","Tue Sep 27 22:56:23 GMT 2022","11385","chromium","advanced.spec.ts","Advanced Tasks","","","#2. Verify that empty search result list will be displayed after change search area from Planet to People for the same search query",""
"passed","Tue Sep 27 22:56:22 GMT 2022","Tue Sep 27 22:56:27 GMT 2022","4721","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Luke Skywalker","Verify People Search results for search query: Luke Skywalker"
"passed","Tue Sep 27 22:56:28 GMT 2022","Tue Sep 27 22:56:32 GMT 2022","3952","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: HOTH","Verify Planet Search results for search query"
"passed","Tue Sep 27 22:56:30 GMT 2022","Tue Sep 27 22:56:34 GMT 2022","3479","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#9. Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Tue Sep 27 22:56:27 GMT 2022","Tue Sep 27 22:56:31 GMT 2022","4148","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: alderaan","Verify Planet Search results for search query"
"passed","Tue Sep 27 22:56:25 GMT 2022","Tue Sep 27 22:56:29 GMT 2022","4250","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: tatooine","Verify Planet Search results for search query"
"passed","Tue Sep 27 22:56:12 GMT 2022","Tue Sep 27 22:56:22 GMT 2022","9820","chromium","advanced.spec.ts","Advanced Tasks","","","#4. Compare results on planet partial matching by ""as"" query from the API response vs UI search results",""
"passed","Tue Sep 27 22:56:12 GMT 2022","Tue Sep 27 22:56:19 GMT 2022","6927","chromium","simpleTest.spec.ts","","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Tue Sep 27 22:56:23 GMT 2022","Tue Sep 27 22:56:28 GMT 2022","4727","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Leia Organa","Verify People Search results for search query: Leia Organa"
"passed","Tue Sep 27 22:56:22 GMT 2022","Tue Sep 27 22:56:25 GMT 2022","3158","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query: C-3PO"
"passed","Tue Sep 27 22:56:24 GMT 2022","Tue Sep 27 22:56:35 GMT 2022","11272","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: R2-D2","Verify People Search results for search query: R2-D2"
"passed","Tue Sep 27 22:56:27 GMT 2022","Tue Sep 27 22:56:30 GMT 2022","3858","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#7. Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: corus","Verify Planet Search results for search query"
"passed","Tue Sep 27 22:56:19 GMT 2022","Tue Sep 27 22:56:22 GMT 2022","3401","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","#6. Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query: Boba Fett"
"passed","Tue Sep 27 22:56:12 GMT 2022","Tue Sep 27 22:56:24 GMT 2022","11905","chromium","advanced.spec.ts","Advanced Tasks","","","#5. Compare results on people partial matching by ""sky"" query from the API response vs UI search results",""
"passed","Tue Sep 27 22:56:12 GMT 2022","Tue Sep 27 22:56:27 GMT 2022","14795","chromium","advanced.spec.ts","Advanced Tasks","","","#3. Verify that empty search result list will be displayed after change search area from People To Planet for the same search query",""
